time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-08-29T09:49:54.670Z,32.3646667,-115.439,1.09,1.55,ml,18,57,0.2105,0.24,ci,ci39653946,2023-08-29T21:38:48.479Z,"23 km W of Delta, B.C., MX",earthquake,0.39,31.61,0.171,15,reviewed,ci,ci
2023-08-29T09:49:30.890Z,19.386,-155.279166666667,1.61,1.72,ml,18,63,,0.09,hv,hv73551322,2023-08-29T19:18:40.090Z,"7 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.121016443658504,6,reviewed,hv,hv
2023-08-29T09:48:48.040Z,19.2408332824707,-155.405166625977,27.4200000762939,2.32,ml,16,211,,0.119999997,hv,hv73551317,2023-08-29T09:54:18.760Z,"Island of Hawaii, Hawaii",earthquake,1.42,0.920000017,0.18,7,automatic,hv,hv
2023-08-29T09:43:41.575Z,63.0859,-151.3688,0,1.5,ml,,,,0.64,ak,ak023b2q4ugd,2023-08-29T09:45:57.863Z,"53 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-29T09:36:26.375Z,61.2908,-152.5089,5.3,1.4,ml,,,,0.32,ak,ak023b2q3b9p,2023-08-29T19:59:26.000Z,"",earthquake,,0.2,,,automatic,ak,ak
2023-08-29T09:20:50.740Z,19.387,-155.276166666667,1.36,2.1,ml,29,57,,0.1,hv,hv73551282,2023-08-29T16:25:29.760Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.106914622853884,11,reviewed,hv,hv
2023-08-29T09:19:12.600Z,19.3901666666667,-155.274166666667,1.93,2.42,ml,41,48,,0.1,hv,hv73551277,2023-08-29T16:14:47.560Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.19444509018501,18,reviewed,hv,hv
2023-08-29T08:53:12.410Z,33.0196667,-117.9218333,5.71,1.43,ml,15,222,0.4669,0.25,ci,ci39653930,2023-08-29T19:37:49.812Z,"45 km ENE of San Clemente Is. (SE tip), CA",earthquake,1.03,31.61,0.053,8,reviewed,ci,ci
2023-08-29T08:22:49.040Z,56.9733333333333,-157.726666666667,0.21,1.48,ml,5,329,,0.32,av,av91114218,2023-08-29T19:45:23.260Z,"63 km SSW of Ugashik, Alaska",earthquake,2.41,3.8,0.286825540653939,5,reviewed,av,av
2023-08-29T08:08:52.930Z,33.0323333,-117.8685,5.8,1.59,ml,20,170,0.4289,0.21,ci,ci39653914,2023-08-29T19:39:53.379Z,"50 km SSW of San Clemente, CA",earthquake,0.63,31.61,0.062,13,reviewed,ci,ci
2023-08-29T08:08:43.211Z,39.3739,78.0863,10,4.6,mb,35,71,2.362,1.25,us,us7000kru3,2023-08-29T08:51:27.040Z,"76 km NE of Dunbage, China",earthquake,7.69,1.915,0.137,16,reviewed,us,us
2023-08-29T08:07:23.250Z,18.6481666666667,-65.0856666666667,30.8,3.21,md,13,256,0.6061,0.24,pr,pr71422468,2023-08-29T08:22:54.870Z,"37 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.76,7.4,0.0637371280197674,8,reviewed,pr,pr
2023-08-29T08:05:33.310Z,33.0018333,-117.9176667,5.98,3.6,mw,80,133,0.4776,0.31,ci,ci39653906,2023-08-31T15:16:54.683Z,"45 km ENE of San Clemente Is. (SE tip), CA",earthquake,0.42,31.61,,4,reviewed,ci,ci
2023-08-29T07:15:03.171Z,61.5666,-146.7379,23.8,1.6,ml,,,,0.56,ak,ak023b2orw8d,2023-08-29T07:16:56.657Z,"47 km SSE of Eureka Roadhouse, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-29T07:11:53.010Z,51.8418333333333,179.5615,10.45,1.23,ml,5,292,,0.29,av,av92023921,2023-08-29T19:28:17.950Z,"262 km W of Adak, Alaska",earthquake,1.99,1.39,0.320320272420445,5,reviewed,av,av
2023-08-29T07:11:00.690Z,19.775,-156.1345,9.55,2.12,md,33,235,,0.15,hv,hv73551117,2023-08-29T17:21:53.715Z,"Hawaii region, Hawaii",earthquake,0.77,0.45,0.146273633795961,16,reviewed,hv,hv
2023-08-29T06:28:53.354Z,60.1404,-153.0644,125.5,2,ml,,,,0.5,ak,ak023b2o9ct3,2023-08-29T06:32:34.122Z,"Southern Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-29T06:20:39.650Z,51.4016666666667,-178.682666666667,8.03,1.98,ml,13,265,,0.17,av,av92023866,2023-08-29T19:08:46.360Z,"151 km WSW of Adak, Alaska",earthquake,2.08,0.92,0.402999798523654,13,reviewed,av,av
2023-08-29T06:09:58.266Z,57.7771,-156.3921,128,2.3,ml,,,,0.14,ak,ak023b2o5aky,2023-08-29T06:32:41.040Z,"66 km ENE of Ugashik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-29T06:03:35.000Z,19.1946666666667,-155.143666666667,21.57,2.7,ml,58,203,,0.12,hv,hv73551037,2023-08-29T17:30:07.530Z,"",earthquake,0.4,0.8,0.18194390853479,33,reviewed,hv,hv
2023-08-29T05:46:52.549Z,36.01766667,-97.91816667,5.75,1.61,ml,85,37,0.08548322528,0.17,ok,ok2023qwye,2023-08-29T14:37:47.848Z,"4 km N of Dover, Oklahoma",earthquake,,0.4,0.22,38,reviewed,ok,ok
2023-08-29T05:45:26.007Z,31.66913009,-104.3423697,7.005639647999999,2.3,ml,32,68,0.06609063528,0.2,tx,tx2023qwyd,2023-08-29T11:27:07.275Z,"western Texas",earthquake,0.6865394115,0.7339723077,0.2,24,reviewed,tx,tx
2023-08-29T05:03:24.549Z,62.7241,-149.5699,64.5,1.4,ml,,,,0.69,ak,ak023b2nii2u,2023-08-29T05:05:24.738Z,"41 km NE of Chase, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-29T04:59:19.943Z,9.9326,-78.443,10,5.5,mww,104,33,2.31,0.76,us,us7000krsj,2023-08-30T14:55:45.622Z,"Panama",earthquake,6.11,1.627,0.054,33,reviewed,us,us
2023-08-29T04:58:15.275Z,38.9746,32.9092,6.541,4.8,mwr,85,42,0.939,0.75,us,us7000krs4,2023-08-30T01:14:41.040Z,"19 km SW of Kulu, Turkey",earthquake,2.72,4.499,0.045,48,reviewed,us,us
2023-08-29T04:34:43.978Z,-5.5554,129.9631,215.593,5.9,mww,133,27,3.472,0.62,us,us7000krr1,2023-08-30T04:37:47.017Z,"270 km SSE of Amahai, Indonesia",earthquake,7.29,3.359,0.052,36,reviewed,us,us
2023-08-29T04:32:53.860Z,19.2448329925537,-155.401992797852,32.4799995422363,1.84000003,md,38,133,,0.109999999,hv,hv73550967,2023-08-29T04:36:03.580Z,"Island of Hawaii, Hawaii",earthquake,0.71,1.03999996,1.82000005,6,automatic,hv,hv
2023-08-29T04:29:19.880Z,19.6175,-65.734,39.84,3.1,md,11,315,1.361,0.32,pr,pr71422438,2023-08-29T08:16:44.990Z,"132 km N of Suárez, Puerto Rico",earthquake,2.94,19.82,0.0254377900589673,5,reviewed,pr,pr
2023-08-29T04:19:39.600Z,34.52283333,-95.66066667,26,1.04,ml,16,174,0.4769064147,0.16,ok,ok2023qwvh,2023-08-30T13:15:37.171Z,"27 km SE of Pittsburg, Oklahoma",earthquake,,1.1,0.23,6,reviewed,ok,ok
2023-08-29T04:16:40.392Z,31.622118,-104.5001558,6.542895508,2.3,ml,43,139,0.04656449742,0.2,tx,tx2023qwvf,2023-08-29T09:00:10.818Z,"62 km S of Whites City, New Mexico",earthquake,1.088474942,0.6877562666,0.1,25,reviewed,tx,tx
2023-08-29T04:10:29.070Z,38.7016667,-122.3946667,5.96,1.19,md,27,59,0.06863,0.07,nc,nc73930391,2023-08-29T07:24:14.238Z,"15 km NNE of Angwin, CA",earthquake,0.16,0.53,0.12,25,reviewed,nc,nc
2023-08-29T04:06:14.392Z,7.068,-77.2324,35,4.4,mb,25,92,1.903,0.46,us,us7000krqy,2023-08-30T00:00:19.928Z,"43 km SSW of Riosucio, Colombia",earthquake,5.1,1.945,0.144,14,reviewed,us,us
2023-08-29T04:03:30.600Z,33.9936667,-116.567,8.88,1.54,ml,57,31,0.05826,0.13,ci,ci39653842,2023-08-29T19:04:38.410Z,"6 km SSE of Morongo Valley, CA",earthquake,0.13,0.38,0.133,27,reviewed,ci,ci
2023-08-29T03:40:35.960Z,19.111499786377,-155.408004760742,31.6100006103516,1.80999994,md,36,211,,0.100000001,hv,hv73550902,2023-08-29T03:43:53.820Z,"12 km SE of Pāhala, Hawaii",earthquake,0.64,0.670000017,0.560000002,7,automatic,hv,hv
2023-08-29T03:18:28.810Z,35.8995,-117.7423333,9.34,1.15,ml,21,80,0.07886,0.14,ci,ci39653810,2023-08-29T18:19:12.617Z,"15 km ESE of Little Lake, CA",earthquake,0.22,0.6,0.107,11,reviewed,ci,ci
2023-08-29T03:09:54.460Z,47.595666666666666,-122.82333333333334,21.27,1.82,ml,55,34,0.03158,0.2,uw,uw61945562,2023-08-29T15:27:59.460Z,"4 km S of Seabeck, Washington",earthquake,0.25,0.38,0.1685579428115943,58,reviewed,uw,uw
2023-08-29T03:08:47.520Z,19.3565006256104,-155.304168701172,1.88999998569489,1.71,ml,17,94,,0.129999995,hv,hv73550872,2023-08-29T03:14:22.240Z,"12 km SW of Volcano, Hawaii",earthquake,0.28,0.589999974,0.25,7,automatic,hv,hv
2023-08-29T03:04:17.413Z,31.61440674,-104.5175627,6.465771484,1.7,ml,15,149,0.05614352127,0.1,tx,tx2023qwsu,2023-08-29T14:11:06.681Z,"63 km SSW of Whites City, New Mexico",earthquake,1.773536107,1.079067559,0.1,7,reviewed,tx,tx
2023-08-29T03:02:23.074Z,37.1209,71.5653,189.792,4,mb,19,147,2.36,0.8,us,us7000krtb,2023-08-29T23:48:59.040Z,"40 km S of Khorugh, Tajikistan",earthquake,10.2,11.788,0.258,4,reviewed,us,us
2023-08-29T02:48:45.590Z,38.7573318,-122.7214966,2.75,1.01,md,7,155,0.005002,0.02,nc,nc73930371,2023-08-29T03:18:14.870Z,"3 km SW of Anderson Springs, CA",earthquake,0.72,1.04,0.21,9,automatic,nc,nc
2023-08-29T02:41:50.136Z,56.3755,-156.7094,13.1,3.6,ml,,,,0.54,ak,ak023b2lyigc,2023-08-29T23:34:46.040Z,"105 km E of Chignik, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-08-29T02:35:40.810Z,19.2943325042725,-155.268493652344,5.86999988555908,1.8,ml,38,140,,0.150000006,hv,hv73550837,2023-08-29T02:41:10.810Z,"Island of Hawaii, Hawaii",earthquake,0.42,0.610000014,0.28,5,automatic,hv,hv
2023-08-29T02:31:44.533Z,14.7046,-59.0329,35,4.4,mb,36,119,1.634,0.66,us,us7000krqj,2023-08-29T05:18:30.040Z,"170 km NNE of Greenland, Barbados",earthquake,7.8,1.968,0.085,40,reviewed,us,us
2023-08-29T02:28:50.266Z,61.0223,-150.4249,45.6,1.2,ml,,,,0.25,ak,ak023b2lvm5e,2023-08-29T02:30:51.171Z,"18 km NE of Point Possession, Alaska",earthquake,,1.4,,,automatic,ak,ak
2023-08-29T02:11:57.820Z,36.096,-117.8713333,3.7,1.19,ml,11,104,0.02533,0.12,ci,ci39653746,2023-08-29T13:46:33.057Z,"9 km NE of Coso Junction, CA",earthquake,0.43,0.58,0.233,8,reviewed,ci,ci
2023-08-29T02:00:29.250Z,38.826,-122.8193333,1.37,1.33,md,42,47,0.007686,0.05,nc,nc73930351,2023-08-29T06:32:13.936Z,"8 km NW of The Geysers, CA",earthquake,0.11,0.2,0.102,38,reviewed,nc,nc
2023-08-29T01:27:09.019Z,31.65880766,-104.3393228,2.763818359,1.8,ml,22,66,0.06473148131,0.2,tx,tx2023qwpp,2023-08-29T13:37:10.401Z,"57 km S of Whites City, New Mexico",earthquake,1.156402292,1.114127159,0.1,6,reviewed,tx,tx
2023-08-29T01:12:26.400Z,19.724,-156.1125,6.53,2.57,ml,43,193,,0.19,hv,hv73550762,2023-08-29T04:33:46.040Z,"Hawaii region, Hawaii",earthquake,0.73,0.52,0.0964173386758382,6,reviewed,hv,hv
2023-08-29T01:01:51.820Z,34.036,-116.3198333,6.41,1.81,ml,56,32,0.06702,0.13,ci,ci39653730,2023-08-29T18:08:41.165Z,"11 km S of Joshua Tree, CA",earthquake,0.12,0.35,0.207,25,reviewed,ci,ci
2023-08-29T00:54:21.880Z,19.3833333333333,-155.281,0.93,1.23,md,12,157,,0.07,hv,hv73550732,2023-08-29T01:18:57.460Z,"8 km SW of Volcano, Hawaii",earthquake,0.28,0.19,0.0641677837405835,2,reviewed,hv,hv
2023-08-29T00:49:30.930Z,19.3601665496826,-155.293334960938,1.82000005245209,1.70000005,md,16,113,,0.0799999982,hv,hv73550722,2023-08-29T00:52:37.810Z,"Island of Hawaii, Hawaii",earthquake,0.31,0.460000008,0.629999995,14,automatic,hv,hv
2023-08-29T00:45:23.500Z,38.7873333,-122.7441667,1.74,1.09,md,39,57,0.00711,0.04,nc,nc73930336,2023-08-29T17:16:13.674Z,"2 km NE of The Geysers, CA",earthquake,0.15,0.21,0.143,35,reviewed,nc,nc
2023-08-29T00:39:03.530Z,19.1883335113525,-155.374496459961,30.5900001525879,1.77999997,md,35,194,,0.109999999,hv,hv73550712,2023-08-29T00:42:08.780Z,"11 km E of Pāhala, Hawaii",earthquake,0.81,0.689999998,1.88,4,automatic,hv,hv
2023-08-29T00:34:04.326Z,63.5364,-148.9255,95.5,3.4,ml,,,,0.54,ak,ak023b2kpxoe,2023-08-29T00:48:49.602Z,"16 km N of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-29T00:31:31.480Z,35.8108333,-121.391,4.62,1.53,md,23,193,0.1109,0.11,nc,nc73930331,2023-08-29T06:59:18.101Z,"26 km NW of San Simeon, CA",earthquake,0.38,0.63,0.234,23,reviewed,nc,nc
2023-08-29T00:25:58.671Z,31.77159869,-103.79182,7.764025879,2.3,ml,13,73,0.03930545707,0.1,tx,tx2023qwnp,2023-08-30T11:58:39.031Z,"19 km WNW of Mentone, Texas",earthquake,0.4635348295,0.5459263587,0.2,9,reviewed,tx,tx
2023-08-29T00:25:07.300Z,33.9128333,-116.0703333,7.74,1.94,ml,57,44,0.08662,0.11,ci,ci39653714,2023-08-29T17:31:03.270Z,"25 km S of Twentynine Palms, CA",earthquake,0.11,0.46,0.176,25,reviewed,ci,ci
2023-08-29T00:09:42.440Z,46.19683333333333,-123.03416666666666,-0.5,1.81,ml,25,50,0.1152,0.4,uw,uw61945507,2023-08-29T15:18:37.210Z,"4 km NW of West Longview, Washington",explosion,0.54,31.61,0.23958140356451751,10,reviewed,uw,uw
2023-08-29T00:06:42.370Z,19.1790008544922,-155.483169555664,33.7400016784668,1.86000001,md,36,79,,0.0900000036,hv,hv73550662,2023-08-29T00:10:00.430Z,"2 km S of Pāhala, Hawaii",earthquake,0.55,0.639999986,0.920000017,8,automatic,hv,hv
2023-08-28T23:42:08.170Z,19.3746662139893,-155.280670166016,2.09999990463257,1.92,ml,29,98,,0.140000001,hv,hv73550622,2023-08-28T23:47:38.280Z,"",earthquake,0.25,0.300000012,0.28,8,automatic,hv,hv
2023-08-28T23:41:02.690Z,35.354,-97.93716667,5.93,1.46,ml,64,57,0.04049205408,0.31,ok,ok2023qwmc,2023-08-29T13:12:40.061Z,"4 km S of Union City, Oklahoma",earthquake,,0.5,0.21,6,reviewed,ok,ok
2023-08-28T23:39:32.350Z,36.7441667,-121.394,11.03,1.72,md,43,84,0.04712,0.14,nc,nc73930316,2023-08-31T18:13:13.402Z,"8 km SSW of Ridgemark, CA",earthquake,0.29,0.43,0.175,39,reviewed,nc,nc
2023-08-28T23:37:14.130Z,34.0405,-116.6378333,11.45,1.65,ml,55,28,0.00863,0.15,ci,ci39653674,2023-08-30T18:10:43.084Z,"5 km W of Morongo Valley, CA",earthquake,0.14,0.36,0.153,38,reviewed,ci,ci
2023-08-28T23:29:46.816Z,62.9651,-149.1721,3,1.2,ml,,,,0.72,ak,ak023b1aukt5,2023-08-28T23:32:16.898Z,"Central Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-08-28T23:24:59.732Z,-43.8043,-73.5623,64.351,5.1,mb,67,140,1.347,1.36,us,us7000krpr,2023-08-29T02:06:42.575Z,"76 km S of Quellón, Chile",earthquake,4.41,6.258,0.058,97,reviewed,us,us
2023-08-28T23:13:36.530Z,38.794,-122.7266667,0.77,1.16,md,41,43,0.008173,0.05,nc,nc73930306,2023-08-31T16:39:14.874Z,"3 km S of Cobb, CA",earthquake,0.15,0.27,0.236,34,reviewed,nc,nc
2023-08-28T23:13:15.330Z,19.3003333333333,-155.438166666667,29.73,2.5,ml,53,56,,0.12,hv,hv73550572,2023-08-29T23:23:45.040Z,"11 km NNE of Pāhala, Hawaii",earthquake,0.35,0.49,0.153843159277525,26,reviewed,hv,hv
2023-08-28T22:50:55.450Z,46.96083333333333,-122.23683333333334,-0.36,1.47,ml,16,217,0.02871,0.18,uw,uw61945462,2023-08-30T22:46:52.050Z,"2 km SSW of Kapowsin, Washington",explosion,0.57,31.61,0.1635180684762393,9,reviewed,uw,uw
2023-08-28T22:32:14.227Z,16.6369,-96.23,58.516,4.9,mb,84,134,2.417,0.95,us,us7000krpi,2023-08-29T02:29:26.577Z,"9 km ESE of San Pedro Totolápam, Mexico",earthquake,9.83,8.151,0.029,384,reviewed,us,us
2023-08-28T22:22:34.450Z,46.26233333333333,-122.057,10.29,1.74,ml,44,91,0.05908,0.16,uw,uw61945457,2023-08-28T23:03:26.370Z,"36 km SSE of Morton, Washington",earthquake,0.29,0.74,0.11664863217228238,26,reviewed,uw,uw
2023-08-28T22:18:55.476Z,14.2909,-92.1226,65.13,4.3,mb,46,159,1.979,1.01,us,us7000krp9,2023-08-29T01:21:35.506Z,"22 km W of Champerico, Guatemala",earthquake,8.4,14.562,0.071,56,reviewed,us,us
2023-08-28T22:10:21.127Z,35.6803,25.4654,26.214,4.5,mb,52,149,0.611,0.64,us,us7000krp7,2023-08-30T01:53:40.597Z,"40 km N of Limín Khersonísou, Greece",earthquake,4.76,3.306,0.082,44,reviewed,us,us
2023-08-28T22:06:26.995Z,42.3933,-126.8755,10,2.8,ml,49,222,1.875,1.15,us,us7000krp6,2023-08-28T23:04:08.040Z,"199 km WSW of Port Orford, Oregon",earthquake,8.42,2.014,0.041,78,reviewed,us,us
2023-08-28T22:01:32.035Z,54.8122,-161.2199,56.998,4.6,mb,53,149,0.687,0.59,us,us7000krp4,2023-08-29T01:37:28.257Z,"74 km SW of Sand Point, Alaska",earthquake,6.55,6.702,0.071,59,reviewed,us,us
2023-08-28T21:51:59.670Z,46.781666666666666,-121.95166666666667,9.23,1.17,ml,15,115,0.0285,0.09,uw,uw61954276,2023-08-28T22:56:59.620Z,"6 km ENE of Ashford, Washington",earthquake,0.37,0.42,0.2227687058536051,8,reviewed,uw,uw
2023-08-28T21:50:41.945Z,58.1919,-155.3624,1.3,1.1,ml,,,,0.79,ak,ak023b19s79e,2023-08-29T02:19:50.190Z,"Alaska Peninsula",earthquake,,0.6,,,automatic,ak,ak
2023-08-28T21:24:12.770Z,35.5611667,-120.8216667,5.47,1.41,md,32,67,0.08127,0.08,nc,nc73930266,2023-08-29T02:55:14.864Z,"10 km W of Templeton, CA",earthquake,0.2,0.44,0.2,22,reviewed,nc,nc
2023-08-28T21:22:24.459Z,64.9563,-147.2895,2,1.1,ml,,,,1.06,ak,ak023b19m5v1,2023-08-28T21:24:15.381Z,"Central Alaska",earthquake,,1,,,automatic,ak,ak
2023-08-28T21:18:36.780Z,47.179,-121.94033333333333,-0.77,1.33,ml,10,149,0.03429,0.14,uw,uw61954266,2023-08-28T22:47:27.260Z,"4 km SE of Enumclaw, Washington",explosion,0.55,31.61,0.03888319962131037,3,reviewed,uw,uw
2023-08-28T21:18:06.580Z,35.9911667,-120.5495,2.65,1,md,20,70,0.01678,0.07,nc,nc73930261,2023-08-31T02:01:13.875Z,"15 km NW of Parkfield, CA",earthquake,0.24,0.44,0.19,9,reviewed,nc,nc
2023-08-28T21:11:52.037Z,32.07550049,-102.3464891,4.13285319,1.9,ml,15,82,0.1092473503,0.1,tx,tx2023qwhe,2023-08-29T15:21:45.816Z,"6 km NNE of Gardendale, Texas",earthquake,1.113389376,2.412890359,0.1,7,reviewed,tx,tx
2023-08-28T20:59:26.980Z,19.3661670684814,-155.290161132812,1.55999994277954,1.86,ml,22,111,,0.219999999,hv,hv73550407,2023-08-28T21:04:58.590Z,"10 km SW of Volcano, Hawaii",earthquake,0.27,0.419999987,0.41,6,automatic,hv,hv
2023-08-28T20:55:16.060Z,33.7686667,-116.12,6.77,1.85,ml,50,41,0.08908,0.14,ci,ci39653594,2023-08-30T17:28:34.019Z,"10 km ENE of Indio, CA",earthquake,0.12,0.38,0.175,46,reviewed,ci,ci
2023-08-28T20:51:14.450Z,19.4575,-155.453,8.88,2.57,ml,47,59,,0.12,hv,hv73550397,2023-08-28T23:06:44.670Z,"23 km W of Volcano, Hawaii",earthquake,0.29,0.47,0.209504962005245,33,reviewed,hv,hv
2023-08-28T20:11:27.860Z,39.538,-121.9858333,28.12,2.39,md,36,50,0.2366,0.15,nc,nc73930241,2023-08-28T23:12:18.489Z,"18 km E of Willows, CA",earthquake,0.29,1.05,0.146,39,reviewed,nc,nc
2023-08-28T20:08:06.515Z,-7.0459,117.2147,477.481,5.6,mb,75,39,1.856,0.98,us,us7000krk4,2023-08-29T20:11:27.830Z,"153 km N of Pototano, Indonesia",earthquake,9.41,6.915,0.084,50,reviewed,us,us
2023-08-28T20:06:53.252Z,-6.8134,116.6179,517.374,5.4,mb,76,41,2.307,0.76,us,us7000krn7,2023-08-29T20:10:06.006Z,"180 km NNE of Gili Air, Indonesia",earthquake,7.22,5.8,0.072,67,reviewed,us,us
2023-08-28T20:00:55.310Z,32.8275,-117.058,-0.17,1.04,ml,16,105,0.08017,0.26,ci,ci39653570,2023-08-30T16:49:36.730Z,"7 km NNW of La Mesa, CA",quarry blast,0.73,31.61,0.142,6,reviewed,ci,ci
2023-08-28T20:00:09.650Z,34.37733333,-96.7885,0,1.76,ml,18,75,0.1853636253,0.28,ok,ok2023qwev,2023-08-29T13:50:17.328Z,"4 km SE of Mill Creek, Oklahoma",quarry blast,,0.6,0.23,4,reviewed,ok,ok
2023-08-28T19:55:01.320Z,38.8248329,-122.7971649,2.78,1.09,md,16,59,0.01019,0.02,nc,nc73930226,2023-08-28T19:56:34.335Z,"6 km NNW of The Geysers, CA",earthquake,0.32,0.66,0.32,16,automatic,nc,nc
2023-08-28T19:48:37.098Z,37.1445,-115.5228,8,1.3,ml,34,134.26,0.344,0.1572,nn,nn00865155,2023-08-29T02:04:27.504Z,"40 km SW of Alamo, Nevada",earthquake,,3.6,0.26,20,reviewed,nn,nn
2023-08-28T19:07:18.320Z,36.7425,-121.3975,11.33,1.2,md,18,82,0.04535,0.1,nc,nc73930206,2023-08-30T23:38:15.095Z,"8 km SSW of Ridgemark, CA",earthquake,0.32,0.53,0.213,15,reviewed,nc,nc
2023-08-28T19:06:26.710Z,36.746,-121.3875,11.34,2.36,md,65,74,,0.16,nc,nc73930201,2023-08-31T02:27:16.022Z,"8 km SSW of Ridgemark, CA",earthquake,0.21,0.37,0.144,66,reviewed,nc,nc
2023-08-28T19:03:38.280Z,36.5765,-121.4268333,-0.43,1.06,md,21,62,0.02878,0.15,nc,nc73930196,2023-08-29T00:09:41.148Z,"8 km NNE of Gonzales, CA",quarry blast,0.28,31.61,0.175,17,reviewed,nc,nc
2023-08-28T19:03:09.080Z,45.329166666666666,-122.80816666666666,-0.18,1.68,ml,12,78,0.02057,0.4,uw,uw61954231,2023-08-30T22:33:22.760Z,"3 km SE of Sherwood, Oregon",explosion,0.62,31.61,0.1465208278934904,8,reviewed,uw,uw
2023-08-28T18:36:19.880Z,36.7408333,-121.3885,10.3,1.36,md,21,73,,0.09,nc,nc73930181,2023-08-30T19:00:12.495Z,"8 km SW of Tres Pinos, CA",earthquake,0.3,0.57,0.296,8,reviewed,nc,nc
2023-08-28T18:35:07.400Z,35.0318333,-117.6838333,-0.79,1.75,ml,36,51,0.09775,0.19,ci,ci39653450,2023-08-29T15:40:34.070Z,"5 km NW of Boron, CA",quarry blast,0.35,31.61,0.154,26,reviewed,ci,ci
2023-08-28T18:20:11.080Z,34.018,-116.7276667,17.74,1.11,ml,40,89,0.0687,0.13,ci,ci39653418,2023-08-30T16:43:17.090Z,"12 km NNE of Cabazon, CA",earthquake,0.16,0.37,0.114,18,reviewed,ci,ci
2023-08-28T18:10:47.280Z,19.3823337554932,-155.279159545898,0.930000007152557,1.77999997,md,17,80,,0.150000006,hv,hv73550157,2023-08-28T18:13:51.790Z,"8 km SW of Volcano, Hawaii",earthquake,0.25,0.189999998,0.75999999,11,automatic,hv,hv
2023-08-28T18:02:24.240Z,19.2596664428711,-155.412338256836,30.4500007629395,1.80999994,md,38,140,,0.109999999,hv,hv73550147,2023-08-28T18:05:28.600Z,"9 km NE of Pāhala, Hawaii",earthquake,0.57,0.74000001,1.13,8,automatic,hv,hv
2023-08-28T17:59:18.540Z,4.346,126.5198,43.249,5.4,mww,119,53,2.863,0.94,us,us7000krja,2023-08-29T18:03:04.658Z,"",earthquake,7.48,4.682,0.075,17,reviewed,us,us
2023-08-28T17:57:39.816Z,25.8475,125.1271,141.261,4.6,mb,60,68,1.671,1.2,us,us7000krj8,2023-08-28T21:28:57.040Z,"116 km N of Hirara, Japan",earthquake,8.03,7.962,0.05,120,reviewed,us,us
2023-08-28T17:55:18.510Z,36.01933333,-96.532,0,1.6,ml,73,82,0.2078592109,0.47,ok,ok2023qwas,2023-08-28T18:04:54.485Z,"7 km ENE of Drumright, Oklahoma",quarry blast,,0.4,0.2,33,reviewed,ok,ok
2023-08-28T17:40:59.298Z,42.5062,-126.3625,10,2.8,ml,45,205,1.504,0.87,us,us7000kriw,2023-08-28T19:47:47.040Z,"off the coast of Oregon",earthquake,8.27,2.011,0.039,88,reviewed,us,us
2023-08-28T17:34:02.770Z,34.39483333,-96.82566667,0,1.34,ml,16,75,0.2177572686,0.35,ok,ok2023qwaa,2023-08-29T14:05:39.675Z,"1 km S of Mill Creek, Oklahoma",quarry blast,,0.8,0.15,3,reviewed,ok,ok
2023-08-28T17:24:54.593Z,61.3252,-153.9898,5,1.4,ml,,,,0.68,ak,ak023b178x77,2023-08-28T17:27:07.139Z,"77 km E of Lime Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-28T17:21:54.641Z,62.957,-149.4249,75.7,2.6,ml,,,,0.61,ak,ak023b178a0u,2023-08-28T17:23:38.278Z,"54 km SSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-28T17:15:26.350Z,19.3876667022705,-155.279159545898,1.12000000476837,1.81,ml,20,60,,0.140000001,hv,hv73550077,2023-08-28T17:20:57.560Z,"7 km SW of Volcano, Hawaii",earthquake,0.23,0.300000012,0.26,9,automatic,hv,hv
2023-08-28T17:08:15.910Z,34.4216667,-119.1783333,2.17,1.52,ml,23,73,0.03702,0.24,ci,ci39653330,2023-08-30T16:09:31.775Z,"7 km ESE of Ojai, CA",earthquake,0.33,0.42,0.142,11,reviewed,ci,ci
2023-08-28T16:47:37.030Z,38.781,-122.7521667,0.6,1.09,md,38,64,0.01227,0.05,nc,nc73930156,2023-08-30T18:39:13.375Z,"1 km NE of The Geysers, CA",earthquake,0.15,0.23,0.131,31,reviewed,nc,nc
2023-08-28T16:36:02.119Z,38.4603,-119.5477,5.7,1,ml,11,94.61,0.096,0.1762,nn,nn00865188,2023-08-29T02:04:39.000Z,"8 km SW of Walker, California",earthquake,,2,0.08,4,reviewed,nn,nn
