time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-08-25T16:06:41.774Z,62.9443,-149.0768,75.3,1.2,ml,,,,0.38,ak,ak023aw7xk8h,2023-08-25T16:09:43.927Z,"50 km S of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-25T15:59:55.464Z,61.5949,-149.8311,32.7,2,ml,,,,0.37,ak,ak023aw7nimy,2023-08-25T16:01:54.478Z,"4 km S of Houston, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-25T15:51:06.500Z,38.827,-122.7975,2.54,1.21,md,44,27,0.01046,0.03,nc,nc73928731,2023-08-25T23:56:12.522Z,"6 km W of Cobb, CA",earthquake,0.14,0.23,0.147,36,reviewed,nc,nc
2023-08-25T15:07:50.910Z,38.8224983,-122.8116684,2.79,1.08,md,16,53,0.001534,0.02,nc,nc73928666,2023-08-25T15:09:27.757Z,"7 km NW of The Geysers, CA",earthquake,0.28,0.62,0.3,18,automatic,nc,nc
2023-08-25T14:54:58.020Z,34.5693333,-118.9301667,11.08,2.17,ml,49,35,0.0905,0.22,ci,ci39650594,2023-08-28T23:11:03.278Z,"19 km N of Fillmore, CA",earthquake,0.21,0.66,0.187,25,reviewed,ci,ci
2023-08-25T14:53:23.320Z,38.8219986,-122.8183365,3.16,1.1,md,7,176,0.01561,0.01,nc,nc73928616,2023-08-25T19:07:14.874Z,"7 km NW of The Geysers, CA",earthquake,0.63,1.47,0.13,8,automatic,nc,nc
2023-08-25T14:47:12.970Z,38.8224983,-122.8130035,3.06,1.09,md,19,63,0.01722,0.02,nc,nc73928601,2023-08-25T14:48:48.138Z,"7 km NW of The Geysers, CA",earthquake,0.23,0.53,0.14,23,automatic,nc,nc
2023-08-25T14:45:42.470Z,19.4941673278809,-155.337493896484,10.8999996185303,1.8,ml,9,190,,0.180000007,hv,hv73544082,2023-08-25T14:51:13.210Z,"12 km WNW of Volcano, Hawaii",earthquake,1.46,4.90999985,0.24,3,automatic,hv,hv
2023-08-25T14:38:56.596Z,13.2882,-91.6549,10,4.5,mb,52,168,1.923,0.62,us,us7000kqz8,2023-08-26T05:49:40.514Z,"near the coast of Guatemala",earthquake,9.66,1.953,0.038,200,reviewed,us,us
2023-08-25T14:37:01.110Z,38.824501,-122.8078308,2.46,1.1,md,20,46,0.002071,0.02,nc,nc73928571,2023-08-25T16:04:17.801Z,"7 km NW of The Geysers, CA",earthquake,0.22,0.43,0.16,24,automatic,nc,nc
2023-08-25T14:33:59.480Z,38.824,-122.813,2.56,1.34,md,49,39,0.002364,0.03,nc,nc73928556,2023-08-25T22:42:15.103Z,"7 km NW of The Geysers, CA",earthquake,0.12,0.26,0.192,42,reviewed,nc,nc
2023-08-25T14:30:32.770Z,19.3893333333333,-155.2745,1.68,2.39,ml,46,50,,0.13,hv,hv73544052,2023-08-25T15:37:40.110Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.15,0.199686634302823,22,reviewed,hv,hv
2023-08-25T14:27:37.790Z,38.8258333,-122.8121667,2.86,1.33,md,45,38,0.002933,0.03,nc,nc73928526,2023-08-25T22:17:19.960Z,"7 km NW of The Geysers, CA",earthquake,0.13,0.32,0.11,38,reviewed,nc,nc
2023-08-25T14:26:30.810Z,38.8248329,-122.8126678,2.77,1.09,md,25,40,0.002483,0.02,nc,nc73928516,2023-08-25T14:28:07.766Z,"7 km NW of The Geysers, CA",earthquake,0.23,0.4,0.16,28,automatic,nc,nc
2023-08-25T14:26:26.103Z,52.7429,-169.3337,78.683,3.7,mb,36,201,0.24,0.56,us,us7000kr0e,2023-08-26T05:33:50.040Z,"38 km SW of Nikolski, Alaska",earthquake,9.62,8.045,0.13,15,reviewed,us,us
2023-08-25T14:24:22.080Z,38.8214989,-122.8161697,1.95,1.09,md,19,56,0.005124,0.02,nc,nc73928511,2023-08-25T18:56:17.551Z,"7 km NW of The Geysers, CA",earthquake,0.21,0.48,0.19,19,automatic,nc,nc
2023-08-25T14:22:27.970Z,38.8031667,-122.8205,2.34,1.26,md,38,60,0.008853,0.03,nc,nc73928486,2023-08-25T19:54:16.141Z,"6 km WNW of The Geysers, CA",earthquake,0.15,0.29,0.176,31,reviewed,nc,nc
2023-08-25T14:19:50.790Z,38.8058333,-122.8106667,4,1.62,md,56,57,0.01219,0.05,nc,nc73928471,2023-08-25T19:44:16.086Z,"6 km NW of The Geysers, CA",earthquake,0.16,0.27,0.187,48,reviewed,nc,nc
2023-08-25T14:18:41.380Z,38.8083344,-122.8143311,3.38,1.06,md,9,139,0.01161,0.04,nc,nc73928456,2023-08-25T14:20:18.003Z,"6 km NW of The Geysers, CA",earthquake,0.47,0.84,0.04,10,automatic,nc,nc
2023-08-25T14:16:32.830Z,38.8205,-122.8141667,2.65,1.22,md,22,123,0.00431,0.04,nc,nc73928426,2023-08-25T21:46:14.789Z,"7 km NW of The Geysers, CA",earthquake,0.22,0.6,0.134,18,reviewed,nc,nc
2023-08-25T14:15:58.630Z,38.7963333,-122.8268333,1.62,1.55,md,37,63,0.007069,0.04,nc,nc73928416,2023-08-25T18:51:15.780Z,"6 km WNW of The Geysers, CA",earthquake,0.17,0.26,0.268,29,reviewed,nc,nc
2023-08-25T14:15:35.310Z,38.8131667,-122.8168333,3.56,1.43,md,25,52,0.01056,0.05,nc,nc73928411,2023-08-25T21:18:15.636Z,"7 km NW of The Geysers, CA",earthquake,0.31,0.34,0.345,17,reviewed,nc,nc
2023-08-25T14:14:45.620Z,38.8246667,-122.8105,3.04,3.96,mw,107,18,0.001313,0.07,nc,nc73928421,2023-08-28T23:55:08.754Z,"7 km NW of The Geysers, CA",earthquake,0.08,0.12,,5,reviewed,nc,nc
2023-08-25T14:13:27.180Z,33.8275,-118.2498333,10.57,2.69,ml,59,67,0.0564,0.28,ci,ci39650530,2023-08-29T10:19:35.821Z,"3 km E of Carson, CA",earthquake,0.28,0.57,0.116,23,reviewed,ci,ci
2023-08-25T14:05:42.880Z,39.6038333,-123.417,6.91,1.62,md,18,100,0.03557,0.08,nc,nc73928401,2023-08-26T01:05:17.911Z,"11 km SSE of Laytonville, CA",earthquake,0.31,0.4,0.25,17,reviewed,nc,nc
2023-08-25T14:02:05.308Z,59.7525,-153.3712,116.2,2,ml,,,,0.69,ak,ak023aw6prci,2023-08-25T14:05:19.653Z,"41 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-25T13:52:28.970Z,18.7648333333333,-155.477333333333,13.07,3.04,ml,27,282,,0.11,hv,hv73543987,2023-08-26T05:04:58.040Z,"35 km SSE of Naalehu, Hawaii",earthquake,0.76,0.65,0.250896824196688,23,reviewed,hv,hv
2023-08-25T13:50:54.540Z,35.5748333,-118.4798333,4.1,1.26,ml,19,74,0.08788,0.14,ci,ci39650498,2023-08-27T14:09:46.009Z,"2 km SE of Bodfish, CA",earthquake,0.28,0.98,0.155,8,reviewed,ci,ci
2023-08-25T13:49:53.057Z,60.745,-147.0715,9.5,1.9,ml,,,,0.97,ak,ak023aw6ei2x,2023-08-25T13:52:13.087Z,"25 km WSW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-25T13:37:33.020Z,37.426,-118.5366667,7.87,2.7,md,31,62,0.1688,0.06,nc,nc73928376,2023-08-28T07:16:15.040Z,"6 km ENE of Round Valley, CA",earthquake,0.29,1.72,0.145,47,reviewed,nc,nc
2023-08-25T13:36:00.887Z,58.1821,-155.2659,1.1,1.3,ml,,,,0.3,ak,ak023aw6blqw,2023-08-25T22:00:44.630Z,"",earthquake,,1.6,,,automatic,ak,ak
2023-08-25T13:18:54.200Z,18.0861,-68.9835,94,3.68,md,11,239,0.7386,0.59,pr,pr2023237000,2023-08-25T14:07:43.980Z,"",earthquake,5.83,5.6,0.25,5,reviewed,pr,pr
2023-08-25T13:05:08.870Z,19.3833333333333,-155.279,1.28,2.21,ml,34,70,,0.11,hv,hv73543897,2023-08-25T15:41:56.970Z,"",earthquake,0.17,0.1,0.236173340791281,12,reviewed,hv,hv
2023-08-25T12:51:12.030Z,36.5476666666667,-89.6535,7.54,1.59,md,20,54,0.0216,0.04,nm,nm60546426,2023-08-26T03:05:34.510Z,"4 km NW of Marston, Missouri",earthquake,0.57,0.71,0.056187978011671,13,reviewed,nm,nm
2023-08-25T12:49:46.780Z,40.5191667,-124.3938333,18.07,2.06,md,25,213,0.06118,0.09,nc,nc73928371,2023-08-29T01:21:17.219Z,"13 km WSW of Ferndale, CA",earthquake,0.8,0.3,0.064,20,reviewed,nc,nc
2023-08-25T12:27:22.650Z,36.5413333333333,-89.6476666666667,7.3,1.74,md,22,44,0.02057,0.05,nm,nm60501058,2023-08-25T14:05:01.940Z,"southeastern Missouri",earthquake,0.34,0.55,0.111000438540015,18,reviewed,nm,nm
2023-08-25T12:18:02.484Z,58.9053,-152.3505,58.7,3.7,ml,,,,0.26,ak,ak023aw5mbdk,2023-08-25T16:23:26.777Z,"55 km SSW of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-25T12:14:24.560Z,62.4754,-152.0203,101.6,1.6,ml,,,,0.4,ak,ak023aw5li7s,2023-08-25T12:17:41.142Z,"",earthquake,,0.9,,,automatic,ak,ak
2023-08-25T12:11:51.330Z,37.5753333,-121.9648333,6.95,1.15,md,36,56,0.01911,0.07,nc,nc73928356,2023-08-26T00:52:13.837Z,"4 km NNE of Fremont, CA",earthquake,0.16,0.26,0.185,23,reviewed,nc,nc
2023-08-25T12:11:34.997Z,62.3969,-150.9474,73.3,1.7,ml,,,,0.59,ak,ak023aw5kvvf,2023-08-25T12:13:52.192Z,"14 km SW of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-25T12:02:53.163Z,64.9777,-147.4748,1.1,1.3,ml,,,,0.35,ak,ak023aw5iztw,2023-08-25T12:04:07.818Z,"7 km ENE of Fox, Alaska",earthquake,,4.1,,,automatic,ak,ak
2023-08-25T11:53:18.350Z,37.3633333,-122.2248333,6.52,1.05,md,22,54,0.02802,0.06,nc,nc73928341,2023-08-28T21:55:16.026Z,"2 km SSE of Portola Valley, CA",earthquake,0.2,0.32,0.134,14,reviewed,nc,nc
2023-08-25T11:36:33.362Z,60.4086,-152.6671,122.2,1.8,ml,,,,0.59,ak,ak023aw54srd,2023-08-25T11:39:33.763Z,"68 km NW of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-25T11:34:24.551Z,36.4363,71.1666,104.132,4.2,mb,22,75,2.565,0.5,us,us7000kqxw,2023-08-25T11:53:10.040Z,"42 km SW of Ashkāsham, Afghanistan",earthquake,7.19,8.542,0.147,13,reviewed,us,us
2023-08-25T11:27:28.204Z,63.451,-149.8154,29.9,1.5,ml,,,,0.82,ak,ak023aw52v78,2023-08-25T11:29:22.450Z,"43 km W of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2023-08-25T11:12:42.540Z,18.0526666666667,-66.7831666666667,11.02,2.36,md,7,154,0.1197,0.21,pr,pr71422128,2023-08-25T12:36:13.550Z,"3 km WSW of Santo Domingo, Puerto Rico",earthquake,4.28,3.67,0.0437572370462851,5,reviewed,pr,pr
2023-08-25T11:06:52.748Z,60.2792,-152.4835,96.3,2.3,ml,,,,0.18,ak,ak023aw4yf22,2023-08-25T11:13:44.040Z,"51 km WNW of Ninilchik, Alaska",earthquake,,1,,,automatic,ak,ak
2023-08-25T10:33:38.306Z,-56.3628,-27.2382,66.101,4.9,mb,31,124,5.677,0.44,us,us7000kqwv,2023-08-25T11:22:21.040Z,"South Sandwich Islands region",earthquake,11.61,7.664,0.11,28,reviewed,us,us
2023-08-25T10:19:53.825Z,61.4691,-149.6414,31.3,1,ml,,,,0.58,ak,ak023aw4fruh,2023-08-25T10:22:38.950Z,"4 km ENE of Knik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-25T10:11:54.930Z,39.5436,143.4644,29.013,4.5,mb,26,167,2.22,0.49,us,us7000kqwt,2023-08-25T10:59:29.040Z,"130 km E of Yamada, Japan",earthquake,8.29,7.817,0.164,11,reviewed,us,us
2023-08-25T10:11:34.590Z,19.342,-155.315666666667,3,1.14,md,40,56,,0.13,hv,hv73543642,2023-08-25T16:42:24.790Z,"14 km SW of Volcano, Hawaii",earthquake,0.21,0.44,0.155925992567638,10,reviewed,hv,hv
2023-08-25T10:08:54.625Z,37.1465,-115.5229,11.1,1.1,ml,31,160.92,0.344,0.1323,nn,nn00865000,2023-08-25T19:21:20.056Z,"39 km SW of Alamo, Nevada",earthquake,,4.2,0.37,18,reviewed,nn,nn
2023-08-25T09:58:46.501Z,31.66361198,-104.3428616,7.982543944999999,3.1,ml,44,66,0.06694570549,0.3,tx,tx2023qpym,2023-08-25T14:57:17.655Z,"56 km S of Whites City, New Mexico",earthquake,0.9641644206999999,1.170037522,0.1,24,reviewed,tx,tx
2023-08-25T09:54:46.150Z,-24.2211,-175.3769,10,4.7,mb,15,96,3.041,0.7,us,us7000kqwr,2023-08-25T11:13:34.040Z,"south of Tonga",earthquake,8.19,1.749,0.208,7,reviewed,us,us
2023-08-25T09:42:47.440Z,38.7845001,-122.7211685,2.05,1.06,md,9,88,0.01222,0.02,nc,nc73928326,2023-08-25T10:16:12.826Z,"3 km WNW of Anderson Springs, CA",earthquake,0.62,1.79,0.15,9,automatic,nc,nc
2023-08-25T09:42:46.194Z,61.3001,-152.5122,4,2.1,ml,,,,0.32,ak,ak023aw3z94b,2023-08-25T21:28:46.180Z,"78 km WNW of Tyonek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-25T09:37:30.180Z,19.2441673278809,-155.401000976562,31.4500007629395,1.82000005,md,39,143,,0.119999997,hv,hv73543592,2023-08-25T09:40:50.730Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.56,0.670000017,0.910000026,8,automatic,hv,hv
2023-08-25T09:11:16.065Z,38.148,-117.8411,8.4,2,ml,11,87.49,0.124,0.1772,nn,nn00864998,2023-08-25T17:31:51.876Z,"35 km SE of Mina, Nevada",earthquake,,1,0.26,8,reviewed,nn,nn
2023-08-25T09:09:15.175Z,43.2259,-77.6407,5,1,ml,6,106,0.135,0.08,us,us7000kr4m,2023-08-26T05:50:02.040Z,"",earthquake,1.18,1.995,0.105,12,reviewed,us,us
2023-08-25T08:59:02.690Z,63.1039,-151.4373,3.8,1.1,ml,,,,0.76,ak,ak023aw3hdcg,2023-08-25T09:01:42.957Z,"50 km SSE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-25T08:54:38.090Z,35.958,-97.62166667,20.53,1.05,ml,38,64,0.106179164,0.2,ok,ok2023qpwj,2023-08-28T13:45:36.837Z,"2 km WNW of Crescent, Oklahoma",earthquake,,0.8,0.25,12,reviewed,ok,ok
2023-08-25T08:52:16.310Z,37.4565,-121.2926667,0.48,1.26,md,12,214,0.07145,0.07,nc,nc73928316,2023-08-26T00:42:14.784Z,"13 km SW of Westley, CA",earthquake,0.62,0.92,0.067,9,reviewed,nc,nc
2023-08-25T08:39:29.930Z,51.5905,-178.425,4.83,1.81,ml,16,186,,0.21,av,av92020391,2023-08-25T21:09:59.740Z,"127 km WSW of Adak, Alaska",earthquake,0.69,1.6,0.303285475746691,16,reviewed,av,av
2023-08-25T08:32:38.160Z,19.4473333333333,-155.593166666667,41.48,2.06,ml,38,62,,0.2,hv,hv73543512,2023-08-25T16:06:52.020Z,"",earthquake,0.59,0.67,0.14050959952755,12,reviewed,hv,hv
2023-08-25T08:24:59.930Z,34.4276667,-119.1965,3.07,1,ml,12,139,0.04963,0.2,ci,ci39650370,2023-08-25T23:34:34.857Z,"5 km ESE of Ojai, CA",earthquake,0.31,0.31,0.117,6,reviewed,ci,ci
2023-08-25T08:24:04.179Z,20.3241,-109.1215,10,4.4,mb,126,201,6.568,1.14,us,us7000kqwh,2023-08-25T13:05:59.040Z,"",earthquake,10.76,1.962,0.039,190,reviewed,us,us
2023-08-25T07:55:15.527Z,39.9599,-120.5693,9.2,1.2,ml,8,238.84,0.186,0.1622,nn,nn00865028,2023-08-25T16:41:57.574Z,"12 km NW of Lake Davis, California",earthquake,,4.1,0.28,5,reviewed,nn,nn
2023-08-25T07:51:10.270Z,38.0818333,-122.4021667,11.18,1.05,md,27,99,0.07217,0.08,nc,nc73928306,2023-08-25T23:44:22.599Z,"10 km ESE of Black Point-Green Point, CA",earthquake,0.24,0.52,0.291,23,reviewed,nc,nc
2023-08-25T07:46:59.030Z,17.9576666666667,-66.8291666666667,18.69,2.33,md,14,206,0.05072,0.15,pr,pr71422118,2023-08-25T08:03:53.220Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.69,0.55,0.200578867446,5,reviewed,pr,pr
2023-08-25T07:31:17.070Z,36.548,-89.7146666666667,12.31,1.74,md,29,62,0.04093,0.08,nm,nm60546386,2023-08-25T13:02:25.530Z,"7 km S of Catron, Missouri",earthquake,0.17,0.33,0.124853454122001,23,reviewed,nm,nm
2023-08-25T07:23:16.240Z,46.9705,-121.95866666666667,14.64,1.43,ml,40,103,0.01744,0.17,uw,uw61944157,2023-08-25T18:40:02.360Z,"14 km SSE of Carbonado, Washington",earthquake,0.33,0.3,0.157522750494985,24,reviewed,uw,uw
2023-08-25T07:19:08.330Z,19.3675003051758,-155.288497924805,1.78999996185303,1.70000005,md,19,111,,0.159999996,hv,hv73543402,2023-08-25T07:30:27.891Z,"Island of Hawaii, Hawaii",earthquake,0.25,0.360000014,0.140000001,14,automatic,hv,hv
2023-08-25T07:15:16.195Z,62.744,-150.5494,14.5,1.4,ml,,,,1.79,ak,ak023aw2mj9f,2023-08-25T07:17:23.806Z,"29 km NNE of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-25T07:10:11.340Z,33.4846667,-116.7596667,6.17,1.41,ml,53,22,0.04381,0.23,ci,ci39650354,2023-08-27T14:10:38.190Z,"11 km ENE of Aguanga, CA",earthquake,0.21,0.59,0.117,25,reviewed,ci,ci
2023-08-25T07:05:54.389Z,61.7107,-150.7466,58.2,1.4,ml,,,,0.61,ak,ak023aw2kh1q,2023-08-25T07:08:06.650Z,"22 km NW of Susitna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-08-25T07:05:51.120Z,44.7801667,-111.113,9.84,1.72,ml,20,81,0.01666,0.16,uu,uu60548297,2023-08-25T14:41:20.400Z,"6 km E of Hebgen Lake Estates, Montana",earthquake,0.52,0.67,0.262,4,reviewed,uu,uu
2023-08-25T07:01:49.500Z,36.0026667,-120.8935,8.6,1.55,md,51,41,0.02241,0.11,nc,nc73928296,2023-08-27T21:59:19.106Z,"2 km SSE of San Ardo, CA",earthquake,0.14,0.32,0.352,35,reviewed,nc,nc
2023-08-25T06:54:19.510Z,19.1636657714844,-155.488494873047,31.5400009155273,2.18,ml,42,110,,0.100000001,hv,hv73543372,2023-08-25T06:59:51.100Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.48,0.709999979,3.97,9,automatic,hv,hv
2023-08-25T06:45:56.540Z,36.4438333333333,-89.5316666666667,8.95,2.39,md,44,33,0.05809,0.08,nm,nm60546381,2023-08-26T01:02:00.372Z,"9 km NW of Tiptonville, Tennessee",earthquake,0.12,0.31,0.176213119364632,40,reviewed,nm,nm
2023-08-25T06:39:02.114Z,62.2761,-149.2265,51.9,1,ml,,,,0.52,ak,ak023aw267r7,2023-08-25T06:40:59.742Z,"34 km ENE of Susitna North, Alaska",earthquake,,2.1,,,automatic,ak,ak
2023-08-25T06:32:20.069Z,-6.2051,130.5334,58.532,4.9,mb,61,85,3.685,0.76,us,us7000kqw6,2023-08-25T06:57:13.040Z,"253 km WSW of Tual, Indonesia",earthquake,9.15,7.667,0.078,52,reviewed,us,us
2023-08-25T06:27:53.116Z,52.5414,-168.4768,33.3,2.2,ml,,,,0.26,ak,ak023aw23us2,2023-08-25T17:50:18.503Z,"51 km SSE of Nikolski, Alaska",earthquake,,26.4,,,reviewed,ak,ak
2023-08-25T06:24:17.830Z,40.267,-121.2528333,1.25,2.27,md,20,151,0.08445,0.15,nc,nc73928286,2023-08-26T03:12:14.616Z,"5 km SSW of Chester, CA",earthquake,0.55,1.63,0.208,35,reviewed,nc,nc
2023-08-25T06:16:26.330Z,19.1646671295166,-155.470993041992,32.3800010681152,1.91999996,md,32,165,,0.109999999,hv,hv73543337,2023-08-25T06:19:34.080Z,"4 km S of Pāhala, Hawaii",earthquake,0.62,1.19000006,1.91999996,4,automatic,hv,hv
2023-08-25T06:11:27.080Z,37.0861667,-119.622,22.01,1.88,md,7,145,0.1132,0.08,nc,nc73928281,2023-08-26T00:30:14.851Z,"12 km W of Auberry, CA",earthquake,0.96,0.46,0.158,8,reviewed,nc,nc
2023-08-25T06:04:28.930Z,18.8444995880127,-155.510833740234,16.5400009155273,1.92999995,md,33,278,,0.200000003,hv,hv73543327,2023-08-25T06:07:53.800Z,"25 km SSE of Naalehu, Hawaii",earthquake,1.03,19.5400009,0.639999986,3,automatic,hv,hv
2023-08-25T06:01:39.130Z,46.970166666666664,-121.966,14.88,1.47,ml,39,87,0.01252,0.15,uw,uw61944147,2023-08-25T18:53:15.540Z,"13 km SSE of Carbonado, Washington",earthquake,0.44,0.36,0.16261564314621102,25,reviewed,uw,uw
2023-08-25T05:55:25.760Z,19.1634998321533,-155.483505249023,34.810001373291,2.1099999,md,30,113,,0.109999999,hv,hv73543317,2023-08-25T05:58:33.750Z,"4 km S of Pāhala, Hawaii",earthquake,0.82,0.899999976,1.04999995,3,automatic,hv,hv
2023-08-25T05:49:13.780Z,35.3196666666667,-84.5785,9.91,1.74,md,8,78,0.1012,0.09,se,se60501063,2023-08-25T16:58:36.912Z,"4 km W of Etowah, Tennessee",earthquake,0.43,0.44,0.0380872904402478,7,reviewed,se,se
2023-08-25T05:47:41.200Z,18.0161666666667,-66.7598333333333,13.33,2.24,md,10,172,0.0304,0.23,pr,pr71422098,2023-08-25T05:59:45.290Z,"0 km E of Magas Arriba, Puerto Rico",earthquake,0.8,0.62,0.135121143308969,5,reviewed,pr,pr
2023-08-25T05:35:46.765Z,61.2926,-152.4976,0,1.6,ml,,,,0.21,ak,ak023aw1k0qc,2023-08-25T05:37:46.244Z,"77 km WNW of Tyonek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-25T05:34:51.050Z,38.7871666,-122.7471695,1.23,1.02,md,13,83,0.009057,0.02,nc,nc73928276,2023-08-25T06:03:16.351Z,"1 km NE of The Geysers, CA",earthquake,0.25,0.55,0.28,15,automatic,nc,nc
2023-08-25T05:28:16.250Z,40.463,-122.6273333,18.04,1.84,md,24,54,0.2038,0.19,nc,nc73928266,2023-08-28T21:10:16.792Z,"19 km SW of Shasta, CA",earthquake,0.43,0.62,0.2,25,reviewed,nc,nc
2023-08-25T05:16:12.371Z,61.5056,-149.7318,31.5,1.9,ml,,,,0.47,ak,ak023aw1fvh1,2023-08-25T05:17:50.860Z,"5 km N of Knik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-25T05:14:23.583Z,63.5801,-148.929,3.2,1.3,ml,,,,0.66,ak,ak023aw1fgwm,2023-08-25T05:16:42.245Z,"17 km S of Denali Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-25T05:05:14.480Z,18.1458333333333,-66.8215,17.25,2.83,md,19,80,0.1271,0.2,pr,pr71422093,2023-08-25T05:21:36.310Z,"10 km W of Adjuntas, Puerto Rico",earthquake,0.32,0.78,0.154553503816386,7,reviewed,pr,pr
2023-08-25T04:57:12.580Z,19.1774997711182,-155.494506835938,34.5400009155273,2.01999998,md,35,142,,0.100000001,hv,hv73543297,2023-08-25T05:00:23.720Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.64,0.550000012,1.01999998,12,automatic,hv,hv
2023-08-25T04:56:02.434Z,18.1194,-94.4628,10,4.3,mb,36,133,2.878,1.07,us,us7000kqvs,2023-08-25T13:44:20.846Z,"2 km NNW of Calzadas, Mexico",earthquake,6.9,1.95,0.05,120,reviewed,us,us
2023-08-25T04:52:19.608Z,39.9271,-120.6101,12.7,1.1,ml,9,241.55,0.202,0.1717,nn,nn00865007,2023-08-25T16:32:36.436Z,"10 km NE of Cromberg, California",earthquake,,1.2,0.3,5,reviewed,nn,nn
2023-08-25T04:41:43.820Z,36.3415,-96.9505,5.74,1.05,ml,68,28,0.06298763968,0.36,ok,ok2023qpoa,2023-08-28T13:08:38.532Z,"7 km NE of Morrison, Oklahoma",earthquake,,0.6,0.28,26,reviewed,ok,ok
2023-08-25T04:40:45.510Z,61.7325,-150.016,34.4,2.1,ml,,,,0.27,ak,ak023aw0znlz,2023-08-25T04:42:05.431Z,"1 km SE of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-08-25T04:33:27.559Z,60.4228,-150.6322,40.5,1.8,ml,,,,0.42,ak,ak023aw0y47e,2023-08-25T04:42:26.081Z,"11 km SE of Funny River, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-25T04:24:08.550Z,19.401,-155.2745,1.07,1.76,ml,16,66,,0.07,hv,hv73543257,2023-08-25T04:49:05.600Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.126216462032986,10,reviewed,hv,hv
2023-08-25T04:22:53.580Z,40.465,-122.6266667,17.63,2.07,md,27,54,0.2044,0.16,nc,nc73928261,2023-08-28T21:10:17.792Z,"19 km SW of Shasta, CA",earthquake,0.28,0.45,0.208,34,reviewed,nc,nc
2023-08-25T04:17:12.340Z,17.6906666666667,-67.7955,54.44,3.15,md,17,227,0.7248,0.15,pr,pr71422083,2023-08-25T04:34:16.690Z,"71 km WSW of Pole Ojea, Puerto Rico",earthquake,1.15,1.87,0.0871101759226764,4,reviewed,pr,pr
2023-08-25T04:13:19.246Z,-20.4557,-68.7653,112.338,4.3,mb,28,53,0.881,0.67,us,us7000kqvi,2023-08-26T01:56:30.185Z,"Chile-Bolivia border region",earthquake,4.01,7.055,0.119,20,reviewed,us,us
2023-08-25T04:11:55.041Z,38.7947,-118.8182,6.7,1.6,ml,12,83.13,0.586,0.1098,nn,nn00864996,2023-08-25T16:26:23.315Z,"17 km NNW of Walker Lake, Nevada",earthquake,,2.4,0.16,8,reviewed,nn,nn
2023-08-25T04:10:38.470Z,33.3545,-116.3618333,12.43,1.08,ml,45,58,0.02805,0.16,ci,ci39650242,2023-08-28T20:02:55.030Z,"11 km N of Borrego Springs, CA",earthquake,0.2,0.56,0.162,27,reviewed,ci,ci
2023-08-25T03:58:35.890Z,19.392,-155.278166666667,1.69,1.89,ml,25,52,,0.09,hv,hv73543222,2023-08-25T04:12:50.830Z,"7 km SW of Volcano, Hawaii",earthquake,0.19,0.15,0.163562398790235,11,reviewed,hv,hv
2023-08-25T03:31:48.570Z,34.0085,-116.319,9.55,1.25,ml,29,35,0.08455,0.15,ci,ci39650226,2023-08-27T14:11:41.790Z,"14 km S of Joshua Tree, CA",earthquake,0.21,0.53,0.172,26,reviewed,ci,ci
2023-08-25T03:28:33.780Z,19.1571674346924,-155.666168212891,-0.140000000596046,1.74000001,md,26,95,,0.270000011,hv,hv73543157,2023-08-25T03:31:51.970Z,"",earthquake,0.48,0.280000001,0.870000005,8,automatic,hv,hv
2023-08-25T03:10:46.260Z,19.379,-155.2825,1.3,2.24,ml,20,85,,0.08,hv,hv73543117,2023-08-25T04:21:43.850Z,"8 km SW of Volcano, Hawaii",earthquake,0.2,0.17,0.185645536349741,15,reviewed,hv,hv
2023-08-25T03:00:58.629Z,56.606,-156.26,7.7,2.7,ml,,,,0.26,ak,ak023aw05odi,2023-08-25T03:11:32.040Z,"122 km SE of Ugashik, Alaska",earthquake,,0.9,,,automatic,ak,ak
